Company,Industry,City,Country,Continent,Year Founded,Date Joined,Year_Joined,Valuation_Num,Funding_Num,Years_To_Unicorn
Lucid,Internet software & services,South Jordan,United States,North America,2010,2021-06-29 00:00:00.000,2021,3000000000.00,170000000.00,11
Outschool,Edtech,San Francisco,United States,North America,2015,2021-04-14 00:00:00.000,2021,3000000000.00,240000000.00,6
Podium,Internet software & services,Lehi,United States,North America,2014,2020-04-07 00:00:00.000,2020,3000000000.00,419000000.00,6
Remote,Fintech,San Francisco,United States,North America,2016,2021-07-13 00:00:00.000,2021,3000000000.00,496000000.00,5
Seismic,Internet software & services,San Diego,United States,North America,2010,2018-12-18 00:00:00.000,2018,3000000000.00,427000000.00,8
Sky Mavis,Internet software & services,Ho Chi Minh City,Vietnam,Asia,2019,2021-10-04 00:00:00.000,2021,3000000000.00,311000000.00,2
SouChe Holdings,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2012,2017-11-01 00:00:00.000,2017,3000000000.00,1000000000.00,5
TradingView,Fintech,Westerville,United States,North America,2011,2021-10-14 00:00:00.000,2021,3000000000.00,339000000.00,10
Traveloka,Travel,Jakarta,Indonesia,Asia,2012,2017-01-01 00:00:00.000,2017,3000000000.00,1000000000.00,5
wefox,Fintech,Berlin,Germany,Europe,2014,2019-03-05 00:00:00.000,2019,3000000000.00,919000000.00,5
Wildlife Studios,Other,Sao Paulo,Brazil,South America,2011,2019-12-05 00:00:00.000,2019,3000000000.00,180000000.00,8
1047 Games,Internet software & services,Zephyr Cove,United States,North America,2017,2021-09-14 00:00:00.000,2021,2000000000.00,127000000.00,4
Baiwang,Fintech,Beijing,China,Asia,2015,2019-03-25 00:00:00.000,2019,2000000000.00,224000000.00,4
Boba,Fintech,San Francisco,United States,North America,2018,2022-04-05 00:00:00.000,2022,2000000000.00,45000000.00,4
Bought By Many,Fintech,London,United Kingdom,Europe,2012,2021-06-01 00:00:00.000,2021,2000000000.00,477000000.00,9
Cambridge Mobile Telematics,Mobile & telecommunications,Cambridge,United States,North America,2010,2018-12-19 00:00:00.000,2018,2000000000.00,503000000.00,8
Carzone,E-commerce & direct-to-consumer,Jiangsu,China,Asia,1995,2019-03-01 00:00:00.000,2019,2000000000.00,946000000.00,24
CFGI,Fintech,Boston,United States,North America,2000,2021-09-15 00:00:00.000,2021,2000000000.00,19000000.00,21
Cgtz,Fintech,Hangzhou,China,Asia,2014,2017-02-21 00:00:00.000,2017,2000000000.00,536000000.00,3
Changingedu,Edtech,Shanghai,China,Asia,2014,2017-10-30 00:00:00.000,2017,2000000000.00,188000000.00,3
eDaili,E-commerce & direct-to-consumer,Shanghai,China,Asia,2015,2019-02-01 00:00:00.000,2019,2000000000.00,101000000.00,4
ENOVATE,Auto & transportation,Shanghai,China,Asia,2015,2019-04-15 00:00:00.000,2019,2000000000.00,1000000000.00,4
Fenbi Education,Edtech,Beijing,China,Asia,2015,2021-02-07 00:00:00.000,2021,2000000000.00,390000000.00,6
Hesai Tech,Artificial intelligence,Shanghai,China,Asia,2013,2020-08-01 00:00:00.000,2020,2000000000.00,717000000.00,7
Il Makiage,E-commerce & direct-to-consumer,New York,United States,North America,2018,2022-01-10 00:00:00.000,2022,2000000000.00,29000000.00,4
Iluvatar CoreX,Hardware,Shanghai,China,Asia,2015,2021-03-01 00:00:00.000,2021,2000000000.00,186000000.00,6
Jusfoun Big Data,Data management & analytics,Beijing,China,Asia,2010,2018-07-09 00:00:00.000,2018,2000000000.00,137000000.00,8
Pagaya,Fintech,Tel Aviv,Israel,Asia,2015,2020-06-17 00:00:00.000,2020,2000000000.00,417000000.00,5
PolicyBazaar,Fintech,Gurgaon,India,Asia,2008,2019-05-06 00:00:00.000,2019,2000000000.00,634000000.00,11
Promasidor Holdings,Consumer & retail,Bryanston,South Africa,Asia,1979,2016-11-08 00:00:00.000,2016,2000000000.00,556000000.00,37
Tubatu.com,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2008,2015-03-09 00:00:00.000,2015,2000000000.00,216000000.00,7
Ximalaya FM,Mobile & telecommunications,Shanghai,China,Asia,2012,2017-09-22 00:00:00.000,2017,2000000000.00,71000000.00,5
HEYTEA,Other,Shenzhen,China,Asia,2012,2019-07-01 00:00:00.000,2019,2000000000.00,594000000.00,7
BGL Group,Fintech,Peterborough,United Kingdom,Europe,1992,2017-11-24 00:00:00.000,2017,2000000000.00,696000000.00,25
Claroty,Cybersecurity,New York,United States,North America,2015,2021-06-17 00:00:00.000,2021,2000000000.00,640000000.00,6
Improbable,Other,London,United Kingdom,Europe,2012,2017-05-11 00:00:00.000,2017,2000000000.00,754000000.00,5
InMobi,Mobile & telecommunications,Bengaluru,India,Asia,2007,2014-12-02 00:00:00.000,2014,2000000000.00,221000000.00,7
MindMaze,Health,Lausanne,Switzerland,Europe,2012,2016-01-28 00:00:00.000,2016,2000000000.00,340000000.00,4
Ninja Van,"Supply chain, logistics, & delivery",NULL,Singapore,Asia,2014,2021-09-27 00:00:00.000,2021,2000000000.00,975000000.00,7
Pantheon Systems,Internet software & services,San Francisco,United States,North America,2010,2021-07-13 00:00:00.000,2021,2000000000.00,200000000.00,11
SellerX,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2020,2021-12-09 00:00:00.000,2021,2000000000.00,766000000.00,1
AppDirect,E-commerce & direct-to-consumer,San Francisco,United States,North America,2009,2015-10-07 00:00:00.000,2015,2000000000.00,431000000.00,6
BrewDog,Consumer & retail,Aberdeen,United Kingdom,Europe,2007,2017-04-10 00:00:00.000,2017,2000000000.00,233000000.00,10
Enflame,Hardware,Shanghai,China,Asia,2018,2021-01-05 00:00:00.000,2021,2000000000.00,472000000.00,3
Tradeshift,Fintech,San Francisco,United States,North America,2009,2018-05-30 00:00:00.000,2018,2000000000.00,861000000.00,9
HeartFlow,Health,Redwood City,United States,North America,2007,2017-12-04 00:00:00.000,2017,2000000000.00,568000000.00,10
Extend,Fintech,San Francisco,United States,North America,2004,2021-05-18 00:00:00.000,2021,2000000000.00,320000000.00,17
Airbyte,Internet software & services,San Francisco,United States,North America,2020,2021-12-17 00:00:00.000,2021,2000000000.00,181000000.00,1
Andela,Internet software & services,New York,United States,North America,2014,2021-09-29 00:00:00.000,2021,2000000000.00,381000000.00,7
Ascend Money,Fintech,Bangkok,Thailand,Asia,2013,2021-09-27 00:00:00.000,2021,2000000000.00,150000000.00,8
Athelas,Health,Mountain View,United States,North America,2016,2022-01-31 00:00:00.000,2022,2000000000.00,150000000.00,6
Built,Internet software & services,Nashville,United States,North America,2015,2021-09-30 00:00:00.000,2021,2000000000.00,289000000.00,6
candy.com,Fintech,New York,United States,North America,2021,2021-10-21 00:00:00.000,2021,2000000000.00,100000000.00,0
Cognite,Data management & analytics,Lysaker,Norway,Europe,2016,2021-05-19 00:00:00.000,2021,2000000000.00,225000000.00,5
CoinList,Fintech,San Francisco,United States,North America,2017,2021-10-15 00:00:00.000,2021,2000000000.00,119000000.00,4
Collective Health,Fintech,San Francisco,United States,North America,2013,2019-06-17 00:00:00.000,2019,2000000000.00,719000000.00,6
Culture Amp,Internet software & services,Richmond,Australia,Oceania,2011,2021-07-29 00:00:00.000,2021,2000000000.00,257000000.00,10
Devo,Data management & analytics,Cambridge,United States,North America,2011,2021-10-26 00:00:00.000,2021,2000000000.00,381000000.00,10
ElasticRun,"Supply chain, logistics, & delivery",Pune,India,Asia,2016,2022-02-07 00:00:00.000,2022,2000000000.00,435000000.00,6
Gett,Auto & transportation,London,United Kingdom,Europe,2010,2016-05-24 00:00:00.000,2016,2000000000.00,828000000.00,6
ID.me,Cybersecurity,McLean,United States,North America,2010,2021-03-19 00:00:00.000,2021,2000000000.00,142000000.00,11
impact.com,Internet software & services,Santa Barbara,United States,North America,2008,2021-07-13 00:00:00.000,2021,2000000000.00,261000000.00,13
Ledger,Hardware,Paris,France,Europe,2014,2021-06-10 00:00:00.000,2021,2000000000.00,466000000.00,7
Lusha,Internet software & services,New York,United States,North America,2016,2021-11-10 00:00:00.000,2021,2000000000.00,245000000.00,5
Matillion,Data management & analytics,Altrincham,United Kingdom,Europe,2011,2021-09-15 00:00:00.000,2021,2000000000.00,310000000.00,10
MOLOCO,Artificial intelligence,Redwood City,United States,North America,2013,2021-04-29 00:00:00.000,2021,2000000000.00,192000000.00,8
Mu Sigma,Data management & analytics,Northbrook,United States,North America,2004,2013-02-07 00:00:00.000,2013,2000000000.00,211000000.00,9
Next Silicon,Hardware,Tel Aviv,Israel,Asia,2018,2021-06-14 00:00:00.000,2021,2000000000.00,203000000.00,3
NotCo,Artificial Intelligence,Santiago,Chile,South America,2015,2021-07-26 00:00:00.000,2021,2000000000.00,370000000.00,6
Olist,E-commerce & direct-to-consumer,Curitiba,Brazil,South America,2015,2021-12-15 00:00:00.000,2021,2000000000.00,320000000.00,6
Pacaso,Fintech,Cincinnati,United States,North America,2020,2021-03-24 00:00:00.000,2021,2000000000.00,217000000.00,1
Paradox,Internet software & services,Scottsdale,United States,North America,2016,2021-12-27 00:00:00.000,2021,2000000000.00,253000000.00,5
Persona,Cybersecurity,San Francisco,United States,North America,2018,2021-09-15 00:00:00.000,2021,2000000000.00,218000000.00,3
SmartRecruiters,Internet software & services,San Francisco,United States,North America,2010,2021-07-20 00:00:00.000,2021,2000000000.00,225000000.00,11
Snapdocs,Fintech,San Francisco,United States,North America,2012,2021-05-25 00:00:00.000,2021,2000000000.00,253000000.00,9
Solugen,Other,Houston,United States,North America,2016,2021-09-10 00:00:00.000,2021,2000000000.00,435000000.00,5
StoreDot,Other,Herzliya,Israel,Asia,2012,2022-01-04 00:00:00.000,2022,2000000000.00,190000000.00,10
Strava,Internet software & services,San Francisco,United States,North America,2009,2020-11-16 00:00:00.000,2020,2000000000.00,152000000.00,11
Temporal,Internet software & services,Bellevue,United States,North America,2019,2022-02-16 00:00:00.000,2022,2000000000.00,129000000.00,3
TuJia,Travel,Beijing,China,Asia,2011,2015-06-17 00:00:00.000,2015,2000000000.00,755000000.00,4
Uplight,Other,Boulder,United States,North America,2019,2021-03-03 00:00:00.000,2021,2000000000.00,NULL,2
Veho,"Supply chain, logistics, & delivery",Boulder,United States,North America,2016,2021-12-21 00:00:00.000,2021,2000000000.00,299000000.00,5
Veriff,Artificial intelligence,Tallinn,Estonia,Europe,2015,2022-01-26 00:00:00.000,2022,2000000000.00,177000000.00,7
Whatnot,E-commerce & direct-to-consumer,Marina del Rey,United States,North America,2019,2021-09-16 00:00:00.000,2021,2000000000.00,225000000.00,2
Zenoti,Internet software & services,Bellevue,United States,North America,2010,2020-12-15 00:00:00.000,2020,2000000000.00,331000000.00,10
Zeta,Fintech,San Francisco,United States,North America,2015,2021-05-24 00:00:00.000,2021,2000000000.00,340000000.00,6
Loom,Internet software & services,San Francisco,United States,North America,2016,2021-05-20 00:00:00.000,2021,2000000000.00,204000000.00,5
Mobile Premier League,Internet software & services,Bengaluru,India,Asia,2018,2021-09-15 00:00:00.000,2021,2000000000.00,376000000.00,3
Uala,Fintech,Buenos Aires,Argentina,South America,2017,2021-08-13 00:00:00.000,2021,2000000000.00,544000000.00,4
Wenheyou,Other,Hunan,China,Asia,2013,2021-04-17 00:00:00.000,2021,2000000000.00,90000000.00,8
Star Charge,Auto & transportation,Changzhou,China,Asia,2014,2021-05-19 00:00:00.000,2021,2000000000.00,125000000.00,7
ABL Space Systems,Other,El Segundo,United States,North America,2017,2021-03-25 00:00:00.000,2021,2000000000.00,419000000.00,4
Afiniti,Artificial intelligence,Hamilton,Bermuda,North America,2006,2017-04-14 00:00:00.000,2017,2000000000.00,120000000.00,11
ASAPP,Artificial intelligence,New York,United States,North America,2014,2021-05-19 00:00:00.000,2021,2000000000.00,380000000.00,7
BitSight Technologies,Cybersecurity,Boston,United States,North America,2013,2021-09-13 00:00:00.000,2021,2000000000.00,401000000.00,8
Cao Cao Mobility,Auto & transportation,Hangzhou,China,Asia,2015,2018-01-17 00:00:00.000,2018,2000000000.00,744000000.00,3
Capitolis,Fintech,New York,United States,North America,2017,2022-03-22 00:00:00.000,2022,2000000000.00,282000000.00,5
Carbon,Hardware,Redwood City,United States,North America,2013,2015-08-20 00:00:00.000,2015,2000000000.00,682000000.00,2
Clio,Internet software & services,Burnaby,Canada,North America,2008,2021-04-27 00:00:00.000,2021,2000000000.00,386000000.00,13
Cresta,Artificial Intelligence,San Francisco,United States,North America,2017,2022-03-17 00:00:00.000,2022,2000000000.00,151000000.00,5
Exabeam,Cybersecurity,Foster City,United States,North America,2013,2021-06-01 00:00:00.000,2021,2000000000.00,390000000.00,8
ezCater,"Supply chain, logistics, & delivery",Boston,United States,North America,2007,2019-04-02 00:00:00.000,2019,2000000000.00,421000000.00,12
HomeLight,Fintech,San Francisco,United States,North America,2012,2021-09-02 00:00:00.000,2021,2000000000.00,219000000.00,9
HoneyBook,Internet software & services,San Francisco,United States,North America,2013,2021-05-04 00:00:00.000,2021,2000000000.00,498000000.00,8
Infinidat,Hardware,Waltham,United States,North America,2011,2015-04-29 00:00:00.000,2015,2000000000.00,325000000.00,4
Mercury,Fintech,San Francisco,United States,North America,2019,2021-07-03 00:00:00.000,2021,2000000000.00,152000000.00,2
Paxos,Fintech,New York,United States,North America,2012,2021-04-29 00:00:00.000,2021,2000000000.00,538000000.00,9
SafetyCulture,Internet software & services,Sydney,Australia,Oceania,2004,2021-05-03 00:00:00.000,2021,2000000000.00,222000000.00,17
SmartHR,Fintech,Tokyo,Japan,Asia,2013,2021-06-08 00:00:00.000,2021,2000000000.00,190000000.00,8
Tonal,E-commerce & direct-to-consumer,San Francisco,United States,North America,2015,2021-03-31 00:00:00.000,2021,2000000000.00,450000000.00,6
Truepill,Health,Hayward,United States,North America,2016,2021-10-27 00:00:00.000,2021,2000000000.00,255000000.00,5
Unite Us,Health,New York,United States,North America,2014,2021-03-16 00:00:00.000,2021,2000000000.00,195000000.00,7
Verkada,Cybersecurity,San Mateo,United States,North America,2016,2020-01-29 00:00:00.000,2020,2000000000.00,139000000.00,4
Wayflyer,Fintech,Dublin,Ireland,Europe,2019,2022-02-01 00:00:00.000,2022,2000000000.00,236000000.00,3
Zhubajie,Internet software & services,Chongqing,China,Asia,2006,2015-06-16 00:00:00.000,2015,2000000000.00,445000000.00,9
Transcarent,Health,San Francisco,United States,North America,2020,2022-01-11 00:00:00.000,2022,2000000000.00,298000000.00,2
Trader Interactive,Other,Norfolk,United States,North America,2017,2021-05-12 00:00:00.000,2021,2000000000.00,624000000.00,4
Glossier,Consumer & retail,New York,United States,North America,2014,2019-03-19 00:00:00.000,2019,2000000000.00,266000000.00,5
Hibob,Internet software & services,Tel Aviv,Israel,Asia,2015,2021-10-12 00:00:00.000,2021,2000000000.00,274000000.00,6
Jobandtalent,Internet software & services,Madrid,Spain,Europe,2009,2021-12-01 00:00:00.000,2021,2000000000.00,902000000.00,12
Optimism,Internet software & services,San Francisco,United States,North America,2019,2022-03-17 00:00:00.000,2022,2000000000.00,179000000.00,3
solarisBank,Fintech,Berlin,Germany,Europe,2016,2021-07-13 00:00:00.000,2021,2000000000.00,403000000.00,5
WEMAKEPRICE,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2009,2015-09-09 00:00:00.000,2015,2000000000.00,397000000.00,6
Alan,Fintech,Paris,France,Europe,2016,2021-04-19 00:00:00.000,2021,2000000000.00,364000000.00,5
Biren Technology,Hardware,Shanghai,China,Asia,2019,2020-08-18 00:00:00.000,2020,2000000000.00,285000000.00,1
Voodoo,Other,Paris,France,Europe,2013,2020-08-17 00:00:00.000,2020,2000000000.00,517000000.00,7
Carsome,E-commerce & direct-to-consumer,Selangor,Malaysia,Asia,2015,2021-07-12 00:00:00.000,2021,2000000000.00,577000000.00,6
CircleCI,Internet software & services,San Francisco,United States,North America,2011,2021-05-11 00:00:00.000,2021,2000000000.00,315000000.00,10
DealShare,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2018,2022-01-27 00:00:00.000,2022,2000000000.00,612000000.00,4
DispatchHealth,Health,Denver,United States,North America,2013,2021-03-03 00:00:00.000,2021,2000000000.00,403000000.00,8
Dragos,Cybersecurity,Hanover,United States,North America,2016,2021-10-28 00:00:00.000,2021,2000000000.00,358000000.00,5
Gousto,"Supply chain, logistics, & delivery",London,United Kingdom,Europe,2012,2020-11-03 00:00:00.000,2020,2000000000.00,311000000.00,8
H2O.ai,Artificial intelligence,Mountain View,United States,North America,2011,2021-11-07 00:00:00.000,2021,2000000000.00,251000000.00,10
Harness,Artificial intelligence,San Francisco,United States,North America,2016,2021-01-14 00:00:00.000,2021,2000000000.00,195000000.00,5
Harry's,Consumer & retail,New York,United States,North America,2013,2018-02-16 00:00:00.000,2018,2000000000.00,792000000.00,5
PAX,Consumer & retail,San Francisco,United States,North America,2007,2018-10-22 00:00:00.000,2018,2000000000.00,542000000.00,11
Productboard,Internet software & services,San Francisco,United States,North America,2014,2022-02-02 00:00:00.000,2022,2000000000.00,261000000.00,8
Reltio,Data management & analytics,Redwood City,United States,North America,2011,2021-11-04 00:00:00.000,2021,2000000000.00,237000000.00,10
Spotter,Fintech,Los Angeles,United States,North America,2019,2022-02-16 00:00:00.000,2022,2000000000.00,231000000.00,3
Vestiaire Collective,E-commerce & direct-to-consumer,Paris,France,Europe,2009,2021-03-01 00:00:00.000,2021,2000000000.00,663000000.00,12
Wave,Fintech,Dakar,Senegal,Africa,2018,2021-09-07 00:00:00.000,2021,2000000000.00,200000000.00,3
ZenBusiness,Fintech,Austin,United States,North America,2015,2021-11-09 00:00:00.000,2021,2000000000.00,275000000.00,6
Bowery Farming,Other,New York,United States,North America,2015,2021-05-25 00:00:00.000,2021,2000000000.00,497000000.00,6
Greenlight,Fintech,Atlanta,United States,North America,2014,2020-09-24 00:00:00.000,2020,2000000000.00,557000000.00,6
KeepTruckin,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,2019-04-23 00:00:00.000,2019,2000000000.00,417000000.00,6
Odoo,Internet software & services,Louvain-la-Neuve,Belgium,Europe,2005,2021-07-29 00:00:00.000,2021,2000000000.00,229000000.00,16
Skydance Media,Other,Santa Monica,United States,North America,2010,2020-02-11 00:00:00.000,2020,2000000000.00,275000000.00,10
Uptake,Artificial intelligence,Chicago,United States,North America,2014,2015-10-27 00:00:00.000,2015,2000000000.00,218000000.00,1
MoMo,Fintech,Ho Chi Minh City,Vietnam,Asia,2013,2021-12-10 00:00:00.000,2021,2000000000.00,434000000.00,8
Algolia,Internet software & services,San Francisco,United States,North America,2012,2021-07-28 00:00:00.000,2021,2000000000.00,334000000.00,9
Pattern,Internet software & services,Lehi,United States,North America,2013,2021-10-06 00:00:00.000,2021,2000000000.00,277000000.00,8
Spinny,E-commerce & direct-to-consumer,Gurugram,India,Asia,2015,2021-11-24 00:00:00.000,2021,2000000000.00,509000000.00,6
Trulioo,Cybersecurity,Vancouver,Canada,North America,2011,2021-06-07 00:00:00.000,2021,2000000000.00,474000000.00,10
Zume,Consumer & retail,Mountain View,United States,North America,2015,2018-11-01 00:00:00.000,2018,2000000000.00,423000000.00,3
AIWAYS,Auto & transportation,Shanghai,China,Asia,2017,2018-04-16 00:00:00.000,2018,2000000000.00,792000000.00,1
Bitso,Fintech,Mexico City,Mexico,North America,2014,2021-05-05 00:00:00.000,2021,2000000000.00,378000000.00,7
BloomReach,Artificial intelligence,Mountain View,United States,North America,2009,2022-02-23 00:00:00.000,2022,2000000000.00,422000000.00,13
Current,Fintech,New York,United States,North America,2015,2021-04-27 00:00:00.000,2021,2000000000.00,402000000.00,6
Dialpad,Internet software & services,San Francisco,United States,North America,2011,2020-10-06 00:00:00.000,2020,2000000000.00,400000000.00,9
G7 Networks,"Supply chain, logistics, & delivery",Beijing,China,Asia,2006,2022-02-15 00:00:00.000,2022,2000000000.00,710000000.00,16
Gympass,Internet software & services,New York,United States,North America,2012,2019-06-12 00:00:00.000,2019,2000000000.00,525000000.00,7
MUSINSA,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2001,2019-11-11 00:00:00.000,2019,2000000000.00,287000000.00,18
NuCom Group,Other,Unterfoehring,Germany,Europe,2016,2018-02-22 00:00:00.000,2018,2000000000.00,550000000.00,2
Reify Health,Health,Boston,United States,North America,2012,2021-08-10 00:00:00.000,2021,2000000000.00,259000000.00,9
Diamond Foundry,Other,San Francisco,United States,North America,2012,2021-03-29 00:00:00.000,2021,2000000000.00,351000000.00,9
FullStory,Internet software & services,Atlanta,United States,North America,2014,2021-08-04 00:00:00.000,2021,2000000000.00,172000000.00,7
Lightricks,Artificial intelligence,Jerusalem,Israel,Asia,2013,2019-07-31 00:00:00.000,2019,2000000000.00,305000000.00,6
Opentrons,Hardware,New York,United States,North America,2016,2021-09-23 00:00:00.000,2021,2000000000.00,240000000.00,5
ZocDoc,Health,New York,United States,North America,2007,2015-08-20 00:00:00.000,2015,2000000000.00,374000000.00,8
Accelerant,Other,Colchester,United Kingdom,Europe,2018,2022-01-12 00:00:00.000,2022,2000000000.00,193000000.00,4
Huaqin Telecom Technology,Mobile & telecommunications,Shanghai,China,Asia,2005,2019-10-08 00:00:00.000,2019,2000000000.00,298000000.00,14
Addepar,Fintech,Mountain View,United States,North America,2009,2021-06-15 00:00:00.000,2021,2000000000.00,676000000.00,12
YITU Technology,Artificial intelligence,Shanghai,China,Asia,2012,2018-03-08 00:00:00.000,2018,2000000000.00,401000000.00,6
CloudWalk,Fintech,Sao Paulo,Brazil,South America,2015,2021-09-08 00:00:00.000,2021,2000000000.00,345000000.00,6
Retool,Internet software & services,San Francisco,United States,North America,2000,2021-12-22 00:00:00.000,2021,2000000000.00,96000000.00,21
Volocopter,Auto & transportation,Bruchsal,Germany,Europe,2011,2022-03-04 00:00:00.000,2022,2000000000.00,599000000.00,11
Acorns,Fintech,Irvine,United States,North America,2012,2022-03-09 00:00:00.000,2022,2000000000.00,507000000.00,10
Aledade,Health,Bethesda,United States,North America,2014,2021-01-19 00:00:00.000,2021,2000000000.00,295000000.00,7
CoinSwitch Kuber,Fintech,Bangalore,India,Asia,2017,2021-10-06 00:00:00.000,2021,2000000000.00,301000000.00,4
ConcertAI,Artificial Intelligence,Boston,United States,North America,2018,2022-03-29 00:00:00.000,2022,2000000000.00,300000000.00,4
Eightfold.ai,Internet software & services,Santa Clara,United States,North America,2016,2020-10-27 00:00:00.000,2020,2000000000.00,397000000.00,4
FirstCry,E-commerce & direct-to-consumer,Pune,India,Asia,2010,2020-02-07 00:00:00.000,2020,2000000000.00,441000000.00,10
Forto,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2016,2021-06-21 00:00:00.000,2021,2000000000.00,593000000.00,5
GoCardless,Fintech,London,United Kingdom,Europe,2011,2022-02-08 00:00:00.000,2022,2000000000.00,529000000.00,11
InVision,Internet software & services,New York,United States,North America,2011,2017-11-01 00:00:00.000,2017,2000000000.00,349000000.00,6
Jeeves,Fintech,Orlando,United States,North America,2019,2022-03-14 00:00:00.000,2022,2000000000.00,268000000.00,3
Medable,Internet software & services,Palo Alto,United States,North America,2013,2021-10-26 00:00:00.000,2021,2000000000.00,507000000.00,8
Moveworks,Artificial intelligence,Mountain View,United States,North America,2016,2021-06-30 00:00:00.000,2021,2000000000.00,305000000.00,5
MX Technologies,Fintech,Lehi,United States,North America,2010,2021-01-13 00:00:00.000,2021,2000000000.00,450000000.00,11
PayFit,Fintech,London,United Kingdom,Europe,2016,2022-01-06 00:00:00.000,2022,2000000000.00,496000000.00,6
ReCharge,Fintech,Los Angeles,United States,North America,2017,2021-05-06 00:00:00.000,2021,2000000000.00,277000000.00,4
Roofstock,Fintech,Oakland,United States,North America,2015,2022-03-10 00:00:00.000,2022,2000000000.00,365000000.00,7
Urban Company,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2014,2021-04-27 00:00:00.000,2021,2000000000.00,371000000.00,7
Rokt,Internet software & services,New York,United States,North America,2012,2021-12-16 00:00:00.000,2021,2000000000.00,487000000.00,9
Starling Bank,Fintech,London,United Kingdom,Europe,2014,2021-03-08 00:00:00.000,2021,2000000000.00,791000000.00,7
Ankorstore,E-commerce & direct-to-consumer,Paris,France,Europe,2019,2022-01-10 00:00:00.000,2022,2000000000.00,422000000.00,3
4Paradigm,Artificial intelligence,Beijing,China,Asia,2015,2018-12-19 00:00:00.000,2018,2000000000.00,1000000000.00,3
Advance Intelligence Group,Artificial intelligence,NULL,Singapore,Asia,2016,2021-09-23 00:00:00.000,2021,2000000000.00,536000000.00,5
Aiven,Internet software & services,Helsinki,Finland,Europe,2016,2021-10-18 00:00:00.000,2021,2000000000.00,210000000.00,5
Akulaku,E-commerce & direct-to-consumer,Jakarta,Indonesia,Asia,2014,2022-02-15 00:00:00.000,2022,2000000000.00,438000000.00,8
Apeel Sciences,Other,Goleta,United States,North America,2012,2020-05-26 00:00:00.000,2020,2000000000.00,640000000.00,8
AppsFlyer,Mobile & telecommunications,San Francisco,United States,North America,2011,2020-01-21 00:00:00.000,2020,2000000000.00,293000000.00,9
Avant,Artificial intelligence,Chicago,United States,North America,2012,2012-12-17 00:00:00.000,2012,2000000000.00,658000000.00,0
Aviatrix,Internet software & services,Santa Clara,United States,North America,2014,2021-09-08 00:00:00.000,2021,2000000000.00,341000000.00,7
BlaBlaCar,Auto & transportation,Paris,France,Europe,2006,2015-09-16 00:00:00.000,2015,2000000000.00,449000000.00,9
Black Sesame Technologies,Artificial intelligence,Shanghai,China,Asia,2016,2021-09-22 00:00:00.000,2021,2000000000.00,115000000.00,5
Bunq,Fintech,Amsterdam,Netherlands,Europe,2013,2021-06-18 00:00:00.000,2021,2000000000.00,281000000.00,8
Calm,Consumer & retail,San Francisco,United States,North America,2012,2019-02-06 00:00:00.000,2019,2000000000.00,218000000.00,7
Chipper Cash,Fintech,San Francisco,United States,North America,2017,2021-05-31 00:00:00.000,2021,2000000000.00,302000000.00,4
Clearco,Fintech,Toronto,Canada,North America,2015,2021-04-20 00:00:00.000,2021,2000000000.00,433000000.00,6
ClickHouse,Data management & analytics,Portola Valley,United States,North America,2021,2021-10-28 00:00:00.000,2021,2000000000.00,300000000.00,0
Clip,Fintech,Mexico City,Mexico,North America,2012,2021-06-10 00:00:00.000,2021,2000000000.00,381000000.00,9
Cloudinary,Internet software & services,Santa Clara,United States,North America,2011,2022-02-15 00:00:00.000,2022,2000000000.00,100000000.00,11
Deliverr,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2017,2021-11-22 00:00:00.000,2021,2000000000.00,456000000.00,4
Divvy Homes,Fintech,San Francisco,United States,North America,2017,2021-08-13 00:00:00.000,2021,2000000000.00,370000000.00,4
Dremio,Data management & analytics,Santa Clara,United States,North America,2015,2021-01-06 00:00:00.000,2021,2000000000.00,410000000.00,6
Druva,Data management & analytics,Sunnyvale,United States,North America,2007,2019-06-20 00:00:00.000,2019,2000000000.00,475000000.00,12
Everlaw,Internet software & services,Oakland,United States,North America,2010,2020-03-10 00:00:00.000,2020,2000000000.00,299000000.00,10
Exotec,Hardware,Croix,France,Europe,2015,2022-01-17 00:00:00.000,2022,2000000000.00,450000000.00,7
Formlabs,Hardware,Somerville,United States,North America,2011,2018-08-01 00:00:00.000,2018,2000000000.00,251000000.00,7
Guoquan Shihui,Consumer & retail,Shanghai,China,Asia,2017,2021-03-17 00:00:00.000,2021,2000000000.00,523000000.00,4
Hive,Artificial intelligence,San Francisco,United States,North America,2013,2021-04-21 00:00:00.000,2021,2000000000.00,121000000.00,8
HuiMin,E-commerce & direct-to-consumer,Beijing,China,Asia,2013,2016-09-05 00:00:00.000,2016,2000000000.00,517000000.00,3
ISN,"Supply chain, logistics, & delivery",Dallas,United States,North America,2001,2020-12-17 00:00:00.000,2020,2000000000.00,NULL,19
Iterable,Internet software & services,San Francisco,United States,North America,2013,2021-06-15 00:00:00.000,2021,2000000000.00,342000000.00,8
